Rank,Name,Tags,Rating
2613,REC,"fumihiko matsumaru is a salari man who work in the market depart of a snack company. as a bachelor, he tri to date a girl from hi company; but coincidently, he met aka onda, a rooki voic actor, instead. through anoth stroke of fate, aka’ hous burn down that veri night. with nowher to stay and no famili to aid aka, fumihiko took her in; and the next day, fumihiko’ new market idea wa accepted, and aka’ be hire for the product’ voic actor! as the relationship of aka and fumihiko deepens, the more difficult their relationship becomes. can they live togeth under the same roof while keep the secret of their relationship safe? q-tarohanamizawa comedi romanc seinen slice of life adult coupl matur romanc salaryman short episod showbiz voic act work life base on a manga 2006 movi midrank",3.71
2614,Koukyoushihen: Eureka Seven - Hi-Evolution 3,"the film will follow the first summer of love phenomenon that occur a decad befor the first eureka seven series. the anim franchis thu far ha hint at, but never depict in full, the begin of it all. the film will then have the same basic stori as the first eureka seven series, but will have an origin ending. it will have complet re-record lines, redon footage, and new scenes. tomokikyoda action mecha sci fi origin work 2021 movi midrank",3.71
2615,Ajisai no Uta,no synopsi yet - check back soon! masumiit drama come of age famili life histor poverti singl parent base on a manga 2004 ova midrank,3.71
2616,Kimikiss Pure Rouge,"it spring, and love is in the air! sanada kouichi wake up one morn to find a strang girl barg into hi hous and make herself at home. onli after hi friend, aihara kazuki, show up later doe he recogn the girl as their childhood friend mizusawa mao, who ha been live oversea for the past two years. with her parent still overseas, mao will be live with kouichi and attend high school with him and kazuki. the three of them will reli on each other to overcom their challeng with school, friendship, and of cours love! kenichikasai drama romanc seinen childhood friend school life base on a visual novel 2007 courseri midrank",3.71
2617,Aria the Crepuscolo,"the season is fall and the citi of neo-venezia is cover in fallen leaves. someth is bother anya, who work at orang planet. her senior colleagu alic and athena haven’t seen each other due to their busi schedules, which is make athena feel sad. but for some reason, alic seem to be avoid her altogether. with her friend ai and azusa’ help, anya tri to find a definit way for alic and athena to get together. but dure thi time, anya learn of a situat that onli she can see becaus of where she stands. kozueamano sci fi shounen slice of life iyashikei ocean base on a manga 2021 movi midrank",3.71
2619,Love Hina Again,"did you think the chao at the hinata inn is over? no way! love hina again introduc a new girl--kanako--who ha a big crush on keitaro and magic power on her side! will naru final confess her feel to keitaro, or will he liter be charm away? kenakamatsu comedi ecchi romanc shounen apart life board hous love triangl neighbor tsunder base on a manga 2002 ova midrank",3.71
2620,Sword Oratoria: Is it Wrong to Try to Pick Up Girls in a Dungeon? On the Side,"ai wallenstein’ life chang forev on the fate day she met bell cranel, but while bell stori launch him into hi future, her stori send her deeper into her past. within the dungeon’ treacher depths, ai and the other member of the loki familia encount an irregular that could threaten not just their party, but their entir world. youheisuzuki action comedi fantasi romanc dungeon guild rpg swordplay base on a light novel 2017 miniseri midrank",3.71
2621,Glass Mask OVA,"maya is a young woman who spend her afternoon at school and her even help out with the famili restaurant, but secretli she love act and is lucki enough to see the play madam white rose one day. afterwards, she is cast in the school product as bibi, the sad and piti girl. troubl by the role, maya seek out advic from a mysteri woman who tell her to wear bibi mask. through that experience, maya realiz that the stage is her true passion, and she set off to fulfil her dream to be a great actress, great enough to play the role of the crimson goddess. but is she as talent as her rival, the famou ayumi? tsuneokobayashi drama shoujo act showbiz base on a manga 1998 ova midrank",3.71
2622,Comic Girls,"moeta kaoruko (pen name: kaos) is 15 year old, a high school student and 4-panel manga artist! after move to a dorm especi for femal manga artists, she meet shojo manga artist koyume, teen romanc manga artist ruki, and shonen manga artist tsubasa. everi day, theyll work all through the night tri to ink and finish their work! her cute, funni life in a manga artist dorm is about to begin! kaorihanzawa comedi seinen slice of life board hous manga industri neighbor writer base on a manga 2018 miniseri midrank",3.71
2623,Cardcaptor Sakura Specials,"sakura kinomoto life chang forev when she first happen upon the clow cards, but that doesnt mean she cant have ani down time. from creat an open for a tv seri with tomoyo, to bake with eriol, or seek the truth be yamazaki lie with syaoran and meiling, sakura continu to have a good time with her friends, even with all of the chao she ha to endur as a cardcaptor. clamp comedi magic girl shoujo slice of life henshin hero magic base on a manga 1998 movi midrank",3.71
2624,Cocolors,"the stori of cocolor take place hundr of year after an erupt of mt. fuji caus a massiv disaster. everyon must live deep underground, and wear larg mask and protect cloth cover the entir body. in thi harsh environment, two young boy name aki and fuyu live. the two boy join a recoveri team that ventur out to the outsid world. toshihisayokoshima sci fi origin work 2017 movi midrank",3.71
2625,GJ-bu,"school can be a bore place, but not for the member of the gj club! the kind kyoya, meat-lov kirara, calm megumi, game prodigi shion and pint-siz firecrack mao alway manag to have a good time while navig day-to-day life, whether they’r prepar for the cultur festival, play doctor, fix tv signal by becom human antennae, or simpli get to know each other better! shinaraki comedi slice of life school club school life base on a light novel 2013 miniseri midrank",3.71
2629,Sarazanmai,"the set is asakusa. one day, second-year in middl school kazuki yasaka, toi kuji, and enta jinnai meet keppi, a mysteri kappa-lik creature, who steal their shirikodama and transform them into kappas. to return to your origin forms, keppi tell them, you must fight the zombi and take the shirikodama from them. can the boy connect with each other and steal the zombies\ shirikodama?! at the same time, someth is happen at the polic box where reo niiboshi and mabu akutsu work. thi is the stori of three boy who can\t connect with someon import to them, learn about what it truli mean to do so. nobuyukitakeuchi drama fantasi come of age contemporari fantasi japanes mytholog lgbt theme monster-of-the-week noitamina polic psycholog supernatur urban fantasi youkai origin work 2019 miniseri midrank",3.71
2630,Lupin III Special 13: Alcatraz Connection,"what origin appear to be a simpl money heist becom more when lupin steal underwat navig data from the mafia. lupin true goal: an old galleon off the coast of san francisco that is rumor to be fill with gold! with both the mafia, and a more mysteri group call the secret seven also after the prize, lupin must stay one step ahead in an adventur that lead all the way to the depth of alcatraz. monkeypunch action adventur america crimin thiev base on a manga 2001 movi midrank",3.71
2632,Fist of the North Star: Legend of Toki,"no synopsi yet - check back soon! buronson action shounen desert dystopia hand to hand combat martial art post-apocalypt base on a manga anim abuse, explicit violence, matur themes, physic abus 2008 movi midrank",3.71
